;name;link;level;name_clean
344;Garde d'animaux de compagnie;animals_pets/pet_services/pet_sitter;2;garde danimaux de compagnie
345;Service d'adoption d'animaux de compagnie;animals_pets/pet_services/pet_adoption_service;2;service dadoption danimaux de compagnie
346;Service d'assistance;animals_pets/pet_services/agistment_service;2;service dassistance
347;Service de sauvetage d'animaux;animals_pets/pet_services/wildlife_rescue_service;2;service de sauvetage danimaux
348;Toiletteur;animals_pets/pet_services/pet_groomer;2;toiletteur
349;Agence d'assurance;money_insurance/insurance/insurance_agency;2;agence dassurance
350;Agence d'assurance dentaire;money_insurance/insurance/dental_insurance_agency;2;agence dassurance dentaire
351;Agence d'assurance pour locataires;money_insurance/insurance/renters_insurance_agency;2;agence dassurance pour locataires
352;Assurance auto;money_insurance/insurance/auto_insurance_agency;2;assurance auto
353;Compagnie d'assurance;money_insurance/insurance/insurance_company;2;compagnie dassurance
354;Compagnie d'assurance accidents;money_insurance/insurance/accident_insurance_company;2;compagnie dassurance accidents
355;Compagnie d'assurance animaux;money_insurance/insurance/pet_insurance_company;2;compagnie dassurance animaux
356;Compagnie d'assurance de mobilité;money_insurance/insurance/mobility_insurance_company;2;compagnie dassurance de mobilite
357;Compagnie d'assurance de vélos;money_insurance/insurance/cycle_insurance_company;2;compagnie dassurance de velos
358;Compagnie d'assurance étudiant;money_insurance/insurance/student_insurance_company;2;compagnie dassurance etudiant
359;Compagnie d'assurance funérailles;money_insurance/insurance/funeral_insurance_company;2;compagnie dassurance funerailles
360;Compagnie d'assurance habitation;money_insurance/insurance/home_insurance_agency;2;compagnie dassurance habitation
361;Compagnie d'assurance personnelle;money_insurance/insurance/personal_insurance_company;2;compagnie dassurance personnelle
362;Compagnie d'assurance propriétaire;money_insurance/insurance/landlord_insurance_company;2;compagnie dassurance proprietaire
363;Compagnie d'assurance sportive;money_insurance/insurance/sport_insurance_company;2;compagnie dassurance sportive
364;Compagnie d'assurance vie;money_insurance/insurance/life_insurance_agency;2;compagnie dassurance vie
365;Compagnie d'assurance voyage;money_insurance/insurance/travel_insurance_company;2;compagnie dassurance voyage
366;Courtier d'assurances;money_insurance/insurance/insurance_broker;2;courtier dassurances
367;Mutuelle de santé;money_insurance/insurance/health_insurance_agency;2;mutuelle de sante
368;Agent Mobile Money;money_insurance/banking_money/mobile_money_agent;2;agent mobile money
369;Banque;money_insurance/banking_money/bank;2;banque
370;Banque d'épargne;money_insurance/banking_money/savings_bank;2;banque depargne
371;Banque du secteur privé;money_insurance/banking_money/private_sector_bank;2;banque du secteur prive
372;Bureau de change;money_insurance/banking_money/currency_exchange_service;2;bureau de change
373;Institution financière;money_insurance/banking_money/financial_institution;2;institution financiere
374;Service de crypto-monnaie;money_insurance/banking_money/cryptocurrency_service;2;service de cryptomonnaie
375;Service de remise en espèces;money_insurance/banking_money/cashback_provider;2;service de remise en especes
376;Service de transfert d'argent;money_insurance/banking_money/money_transfer_service;2;service de transfert dargent
377;Cabinet d'expertise comptable;money_insurance/accounting_tax/accounting_firm;2;cabinet dexpertise comptable
378;Comptable;money_insurance/accounting_tax/accountant;2;comptable
379;Comptable agréé;money_insurance/accounting_tax/chartered_accountant;2;comptable agree
380;Conseil en déclaration fiscale;money_insurance/accounting_tax/tax_preparation;2;conseil en declaration fiscale
381;Conseiller fiscal;money_insurance/accounting_tax/tax_advisor;2;conseiller fiscal
382;Consultant fiscal;money_insurance/accounting_tax/tax_consultant;2;consultant fiscal
383;Expert-comptable;money_insurance/accounting_tax/certified_public_accountant;2;expertcomptable
384;Logiciel de préparation de déclaration des taxes;money_insurance/accounting_tax/tax_preparation_software;2;logiciel de preparation de declaration des taxes
385;Service d'accompagnement des personnes surendettées et des entreprises en difficulté;money_insurance/accounting_tax/bankruptcy_service;2;service daccompagnement des personnes surendettees et des entreprises en difficulte
386;Service de paiement et de comptabilité;money_insurance/accounting_tax/bookkeeping_service;2;service de paiement et de comptabilite
387;Service de préparation des déclarations fiscales;money_insurance/accounting_tax/tax_preparation_service;2;service de preparation des declarations fiscales
388;Administration immobilière;money_insurance/real_estate/property_administrator;2;administration immobiliere
389;Agence de location d'appartements;money_insurance/real_estate/apartment_rental_agency;2;agence de location dappartements
390;Agence de location d'appartements courte durée;money_insurance/real_estate/short_term_apartment_rental_agency;2;agence de location dappartements courte duree
391;Agence de location immobilière;money_insurance/real_estate/real_estate_rental_agency;2;agence de location immobiliere
392;Agence immobilière;money_insurance/real_estate/real_estate_agency;2;agence immobiliere
393;Agents immobiliers;money_insurance/real_estate/real_estate_agents;2;agents immobiliers
394;Consultant immobilier;money_insurance/real_estate/real_estate_consultant;2;consultant immobilier
395;Évaluateur immobilier;money_insurance/real_estate/real_estate_appraiser;2;evaluateur immobilier
396;Expert;money_insurance/real_estate/appraiser;2;expert
397;Immeuble d'habitation;money_insurance/real_estate/apartment_building;2;immeuble dhabitation
398;Immeuble en copropriété;money_insurance/real_estate/condominium_complex;2;immeuble en copropriete
399;Promoteur immobilier;money_insurance/real_estate/real_estate_developer;2;promoteur immobilier
400;Service d'achats groupés;money_insurance/real_estate/group_buying_service;2;service dachats groupes
401;Société de gestion immobilière;money_insurance/real_estate/property_management_company;2;societe de gestion immobiliere
402;Agence de revenus;money_insurance/investments_wealth/agenzia_entrate;2;agence de revenus
403;Audit financier;money_insurance/investments_wealth/financial_audit;2;audit financier
404;Bourse;money_insurance/investments_wealth/stock_exchange_building;2;bourse
405;Conseil en investissement;money_insurance/investments_wealth/investment_service;2;conseil en investissement
406;Conseiller financier;money_insurance/investments_wealth/financial_consultant;2;conseiller financier
407;Courtier en finances;money_insurance/investments_wealth/finance_broker;2;courtier en finances
408;Courtier en prêts hypothécaires;money_insurance/investments_wealth/mortgage_broker;2;courtier en prets hypothecaires
409;Entreprise de négoce de l'or et de l'argent;money_insurance/investments_wealth/gold_and_silver_trading_company;2;entreprise de negoce de lor et de largent
410;Établissement de crédit;money_insurance/investments_wealth/loan_agency;2;etablissement de credit
411;Expert immobilier;money_insurance/investments_wealth/estate_appraiser;2;expert immobilier
412;Gestion des biens;money_insurance/investments_wealth/asset_manager;2;gestion des biens
413;Investissements immobiliers;money_insurance/investments_wealth/property_investment;2;investissements immobiliers
414;Marchand d'or;money_insurance/investments_wealth/gold_dealer;2;marchand dor
415;Planificateur financier;money_insurance/investments_wealth/financial_planner;2;planificateur financier
416;Prêteur hypothécaire;money_insurance/investments_wealth/mortgage_lender;2;preteur hypothecaire
417;Service de finances alternatives;money_insurance/investments_wealth/alternate_finance_services;2;service de finances alternatives
418;Société d'investissement;money_insurance/investments_wealth/investment_company;2;societe dinvestissement
419;Société de portefeuille;money_insurance/investments_wealth/holding_company;2;societe de portefeuille
420;Société financière non banquière;money_insurance/investments_wealth/non_bank_finance;2;societe financiere non banquiere
421;Agence de crédit;money_insurance/credit_debt_services/credit_bureau;2;agence de credit
422;Agence de recouvrement des dettes;money_insurance/credit_debt_services/debt_collection_agency;2;agence de recouvrement des dettes
423;Recouvrement de dettes;money_insurance/credit_debt_services/debt_collecting;2;recouvrement de dettes
424;Service d'allégement de la dette;money_insurance/credit_debt_services/debt_relief_service;2;service dallegement de la dette
425;Service de conseil en crédit;money_insurance/credit_debt_services/credit_counseling_service;2;service de conseil en credit
426;Centre de bien-être;beauty_wellbeing/wellness_spa/wellness_center;2;centre de bienetre
427;Hammam;beauty_wellbeing/wellness_spa/hammam;2;hammam
428;Institut de massages;beauty_wellbeing/wellness_spa/massage_spa;2;institut de massages
429;Institut de soins du visage;beauty_wellbeing/wellness_spa/facial_spa;2;institut de soins du visage
430;Institut de spa et bien-être;beauty_wellbeing/wellness_spa/spa_and_health_club;2;institut de spa et bienetre
431;Magasin d'aromathérapie;beauty_wellbeing/wellness_spa/aromatherapy_supply_store;2;magasin daromatherapie
432;Masseur;beauty_wellbeing/wellness_spa/massage_therapist;2;masseur
433;Programme de bien-être;beauty_wellbeing/wellness_spa/wellness_program;2;programme de bienetre
434;Salon de massage de pieds;beauty_wellbeing/wellness_spa/foot_massage_parlor;2;salon de massage de pieds
435;Soin des pieds;beauty_wellbeing/wellness_spa/foot_care;2;soin des pieds
436;Spa;beauty_wellbeing/wellness_spa/spa;2;spa
437;Spa de jour;beauty_wellbeing/wellness_spa/day_spa;2;spa de jour
438;Spa en extérieur;beauty_wellbeing/wellness_spa/spa_garden;2;spa en exterieur
439;Boutique d'articles de toilette;beauty_wellbeing/personal_care/toiletries_store;2;boutique darticles de toilette
440;Centre d'amincissement;beauty_wellbeing/personal_care/weight_loss_service;2;centre damincissement
441;Clinique du sommeil;beauty_wellbeing/personal_care/sleep_clinic;2;clinique du sommeil
442;Herboriste;beauty_wellbeing/personal_care/herbalist;2;herboriste
443;Herboristerie;beauty_wellbeing/personal_care/herb_shop;2;herboristerie
444;Magasin d'accessoires de massage;beauty_wellbeing/personal_care/massage_supply_store;2;magasin daccessoires de massage
445;Magasin de vitamines et compléments alimentaires;beauty_wellbeing/personal_care/vitamin_and_supplements_store;2;magasin de vitamines et complements alimentaires
446;Salon de manucure;beauty_wellbeing/personal_care/nail_salon;2;salon de manucure
447;Service de fitness et nutrition;beauty_wellbeing/personal_care/fitness_and_nutrition_service;2;service de fitness et nutrition
448;Artiste du maquillage;beauty_wellbeing/cosmetics_makeup/makeup_artist;2;artiste du maquillage
449;Distributeur de produits de beauté;beauty_wellbeing/cosmetics_makeup/beauty_products_vending_machine;2;distributeur de produits de beaute
450;Distributeur de produits pour la peau;beauty_wellbeing/cosmetics_makeup/skin_care_products_vending_machine;2;distributeur de produits pour la peau
451;Entreprise de cosmétique;beauty_wellbeing/cosmetics_makeup/cosmetic_products_manufacturer;2;entreprise de cosmetique
452;Fournisseur d'arômes et de parfums;beauty_wellbeing/cosmetics_makeup/flavours_fragrances_and_aroma_supplier;2;fournisseur daromes et de parfums
453;Fournisseur de cosmétiques et de parfums;beauty_wellbeing/cosmetics_makeup/cosmetics_and_parfumes_supplier;2;fournisseur de cosmetiques et de parfums
454;Fournisseur de produits de beauté;beauty_wellbeing/cosmetics_makeup/beauty_product_supplier;2;fournisseur de produits de beaute
455;Grossiste en produits cosmétiques;beauty_wellbeing/cosmetics_makeup/cosmetics_wholesaler;2;grossiste en produits cosmetiques
456;Grossiste en produits de beauté;beauty_wellbeing/cosmetics_makeup/beauty_products_wholesaler;2;grossiste en produits de beaute
457;Industrie cosmétique;beauty_wellbeing/cosmetics_makeup/cosmetics_industry;2;industrie cosmetique
458;Magasin de cosmétiques;beauty_wellbeing/cosmetics_makeup/cosmetics_store;2;magasin de cosmetiques
459;Magasin de produits de beauté;beauty_wellbeing/cosmetics_makeup/beauty_supply_store;2;magasin de produits de beaute
460;Parfumerie;beauty_wellbeing/cosmetics_makeup/perfume_store;2;parfumerie
461;Boutique de santé et beauté;beauty_wellbeing/salons_clinics/health_and_beauty_shop;2;boutique de sante et beaute
462;Clinique dermatologique;beauty_wellbeing/salons_clinics/skin_care_clinic;2;clinique dermatologique
463;Institut de beauté;beauty_wellbeing/salons_clinics/beauty_salon;2;institut de beaute
464;Barbier;beauty_wellbeing/hair_care_styling/barber_shop;2;barbier
465;Clinique de transplantation de cheveux;beauty_wellbeing/hair_care_styling/hair_transplantation_clinic;2;clinique de transplantation de cheveux
466;Coiffeur;beauty_wellbeing/hair_care_styling/unisex_hairdresser;2;coiffeur
467;Coiffeur à domicile;beauty_wellbeing/hair_care_styling/home_hairdresser;2;coiffeur a domicile
468;Coiffeur mobile;beauty_wellbeing/hair_care_styling/mobile_hairdresser;2;coiffeur mobile
469;Fournisseur d'extension de cheveux;beauty_wellbeing/hair_care_styling/hair_extensions_supplier;2;fournisseur dextension de cheveux
470;Magasin d'articles de coiffure pour hommes;beauty_wellbeing/hair_care_styling/barber_supply_store;2;magasin darticles de coiffure pour hommes
